Fecha;Hora;Token;ProyectoFinal;Tiempo;Registro;Observaciones
05/01/2026;14:24:59;67d74084;Sin Proyecto Asignado;1;Prueba;
05/01/2026;14:34:04;67d74084;Registros O.T;1;Prueba;
05/01/2026;14:37:12;67d74084;Sin Proyecto Asignado;1;Prueba;
05/01/2026;14:45:00;67d74084;Sin Proyecto Asignado;1;Prueba numero 1000.;
05/01/2026;15:20:45;67d74084;Sin Proyecto Asignado;1;Prueba numero 1001;
05/01/2026;15:35:35;67d74084;Sin Proyecto Asignado;1;Prueba numero 1001;
05/01/2026;17:31:35;23cdc019;Registros O.T;2 horas;Arreglando problemas.;
05/01/2026;17:31:35;23cdc019;Sin Proyecto Asignado;4 horas;Arreglando problemas.;
05/01/2026;17:39:02;23cdc019;Registros O.T;2 horas;Arreglando problemas.;
05/01/2026;17:39:02;23cdc019;Sin Proyecto Asignado;4 horas;;
20/01/2026;08:45:06;80e68b94;Registros O.T;2 horas;Prueba 15;
16/01/2026;11:23:02;0ecf33a6;Registros O.T;1 Horas;AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;
16/01/2026;11:51:26;0ecf33a6;sdsdsd;1 Horas;;
16/01/2026;12:31:58;0ecf33a6;Registros O.T;6 Horas;;
16/01/2026;12:50:04;0ecf33a6;Registros O.T;2 Horas;Hola Hola Ú;
16/01/2026;12:53:10;0ecf33a6;Maquina de tierra;0.75 Horas;adada;
16/01/2026;12:59:28;0ecf33a6;Registros de Control de Calidad;0.75 Horas;;
16/01/2026;13:23:35;0ecf33a6;Registros O.T;1 Horas;hola;
16/01/2026;13:27:17;0ecf33a6;Registros O.T;0.5 Horas;;
16/01/2026;13:31:12;0ecf33a6;Registros de Control de Calidad;10 Horas;;
16/01/2026;13:41:25;0ecf33a6;Registros O.T;4 Horas;;
16/01/2026;14:11:00;0ecf33a6;Cuerpo de Siembra;0,75 Horas;;
16/01/2026;14:20:00;0ecf33a6;Grabado Laser;4 Horas;;
16/01/2026;14:25:49;0ecf33a6;Caja Electrica;9 Horas;aasasas;
15/01/2026;14:36:36;297f06d9;aasasasa;0,5 Horas;asasas;
14/01/2026;14:37:23;179f5aab;sdsdsd;0,75 Horas;sdsdsds;
13/01/2026;14:37:55;e870b259;sdsds;0,5 Horas;sdsd;
12/01/2026;14:39:25;26749df5;sdsd;3,5 Horas;sdsd;
09/01/2026;14:41:33;360cbbf8;dsdsds;0,25 Horas;;
08/01/2026;14:45:22;c136fa18;Cuerpo de Siembra;5 Horas;;
07/01/2026;14:47:05;f438c2be;SimpliseedtyS1;0,75 Horas;;
20/01/2026;16:10:41;ca2f3be1;Registros O.T;8 Horas;Conexión entre el sistema de Registros y la pagina Web, logrando la utilización del sistema. Se logro todos los filtros y estadísticas correspondientes.;
20/01/2026;16:21:22;b0b5b6d0;Registros O.T;0,25 Horas;;
20/01/2026;17:29:55;4fea9ca6;Registros O.T;10 Horas;Hola;
20/01/2026;17:53:00;15aa7838;Registros O.T;6,5 Horas;asas;
21/01/2026;16:56:39;857cd93c;Registros O.T;0.75 Horas;Prueba 1;
21/01/2026;17:04:36;cdb83bd2;Caja Electrica;0.25 Horas;aaaaa;
21/01/2026;17:04:36;cdb83bd2;Proyecto VW;10 Horas;fffff;
21/01/2026;17:04:36;cdb83bd2;Corte por Laser;0.75 Horas;dsdsdsdsd;
21/01/2026;17:33:16;dace1471;Corte por Hilo;0.5 Horas;ssss;
21/01/2026;17:33:16;dace1471;Corte por Agua;0.75 Horas;sdsdsdsds;
21/01/2026;17:33:17;dace1471;Proyecto VW;8.5 Horas;dsdsds;
22/01/2026;17:20:51;44d4c183;sds;3 Horas;;
22/01/2026;17:38:14;b41e2d7f;Caja Electrica;0.75 Horas;1111;
22/01/2026;17:38:14;b41e2d7f;Martin Till;9.5 Horas;33232323;
22/01/2026;17:38:14;b41e2d7f;SimpliseedtyS1;4 Horas;;
22/01/2026;17:46:37;f08d541a;SimpliseedtyS1;9 Horas;;
22/01/2026;17:46:37;f08d541a;Maquina de tierra;7.5 Horas;;
23/01/2026;12:08:12;62d0cbe0;SimpliseedtyS1;8;Holaaa  mucho gusto
23/01/2026;12:08:12;62d0cbe0;Corte por Laser;0,25;
